                         vars   n     mean       sd   median  trimmed      mad      min      max    range  skew kurtosis       se
Mean PUI.PUI6 (SD)                 |                  4.747 (1.704)
Mean PUI.PUI7 (SD)                 |                  5.438 (1.332)
Mean PUI.PUI8 (SD)                 |                  5.489 (1.375)
Mean TKR.TKR1 (SD)                 |                  4.766 (1.587)
Mean TKR.TKR2 (SD)                 |                  4.983 (1.499)
Mean TKR.TKR3 (SD)                 |                  4.908 (1.517)
Mean TKR.TKR4 (SD)                 |                  4.699 (1.611)
Mean WEI.WEI1 (SD)                 |                  5.367 (1.306)
Mean WEI.WEI2 (SD)                 |                  5.447 (1.328)
Mean WEI.WEI3 (SD)                 |                  5.248 (1.366)
Mean WEI.WEI4 (SD)                 |                  5.526 (1.260)
Mean WEI.WEI5 (SD)                 |                  5.188 (1.437)
Mean WEI.WEI6 (SD)                 |                  5.309 (1.329)
Mean WEI.WEI7 (SD)                 |                  5.154 (1.444)
Mean WEI.WEI8 (SD)                 |                  5.303 (1.333)
Mean PERCEPTION.PROJPOS (SD)       |                  3.749 (1.779)
Mean PERCEPTION.PROJNEG (SD)       |                  2.805 (1.767)
Mean PERCEPTION.DTPOS (SD)         |                  3.805 (1.701)
Mean PERCEPTION.DTNEG (SD)         |                  2.868 (1.726)
Mean WORKPACE.SQ01 (SD)            |                  5.233 (1.373)
Mean AUTONOMY (SD)                 |                  2.457 (0.584)
Mean WORKAMOUNT (SD)               |                  2.301 (0.703)
Mean PARALLEL (SD)                 |                  2.293 (0.708)
Mean WORKLOAD (SD)                 |                  2.223 (0.737)
Mean MEASURES (SD)                 |                  0.526 (0.500)
Mean MEASURES2 (SD)                |                  1.968 (0.627)
Mean Age (SD)                      |                32.197 (11.594)
Mean ExperienceHealthcare (SD)     |                  5.857 (6.088)
Mean interviewtime (SD)            |              890.722 (656.041)
Mean WELCTime (SD)                 |               38.274 (135.591)
Mean OWNEXPERIENCETime (SD)        |                17.260 (76.617)
Mean DESCTime (SD)                 |               60.125 (135.861)
Mean DESCINFOTime (SD)             |                10.466 (44.360)
Mean IMGTime (SD)                  |                27.268 (97.752)
Mean PEOUTime (SD)                 |                34.151 (65.287)
Mean VISTime (SD)                  |                22.157 (44.675)
Mean VOITime (SD)                  |                28.298 (85.800)
Mean PUATime (SD)                  |                31.990 (35.932)
Mean RESTime (SD)                  |                26.385 (48.753)
Mean SQRTime (SD)                  |                28.145 (57.828)
Mean SRTime (SD)                   |                27.377 (43.781)
Mean LSTime (SD)                   |                45.311 (82.884)
Mean PPCTime (SD)                  |                34.094 (57.591)
Mean PSTime (SD)                   |                50.430 (86.622)
Mean PUTime (SD)                   |                36.006 (44.007)
Mean TKRTime (SD)                  |                33.131 (76.995)
Mean WEITime (SD)                  |                39.093 (47.094)
Mean PERCEPTIONTime (SD)           |                35.149 (60.508)
Mean WORKPACETime (SD)             |                10.292 (14.791)
Mean AUTONOMYTime (SD)             |                12.545 (20.023)
Mean WORKAMOUNTTime (SD)           |                 9.417 (26.681)
Mean PARALLELTime (SD)             |                  8.232 (7.399)
Mean WORKLOADTime (SD)             |                 8.940 (28.612)
Mean MEASURESTime (SD)             |                10.779 (23.556)
Mean MEASURES2Time (SD)            |                 9.565 (11.236)
Mean DIGICHALSPECTime (SD)         |                44.842 (57.094)
Mean DIGIBENSPECTime (SD)          |                32.970 (41.942)
Mean DIGICHALGENTime (SD)          |                32.738 (59.999)
Mean DIGIBENGENTime (SD)           |                29.967 (52.735)
Mean ResidenceTime (SD)            |                  7.715 (8.803)
Mean AgeTime (SD)                  |                 7.265 (12.828)
Mean EducationTime (SD)            |                13.677 (28.753)
Mean ExperienceHealthcareTime (SD) |                12.173 (14.447)
Mean GenderTime (SD)               |                  5.848 (6.006)
Mean EmploymentTime (SD)           |                13.183 (25.786)
Mean na_ratio (SD)                 |                  0.000 (0.000)
# Correlation Matrix (pearson-method)

Parameter1               |               Parameter2 |     r |         95% CI |     t |  df |         p
------------------------------------------------------------------------------------------------------
IMG.IMG1                 |                 IMG.IMG2 |  0.73 | [ 0.68,  0.77] | 23.07 | 477 | < .001***
IMG.IMG1                 |                 IMG.IMG3 |  0.69 | [ 0.63,  0.73] | 20.54 | 477 | < .001***
IMG.IMG1                 |               PEOU.PEOU1 |  0.20 | [ 0.12,  0.29] |  4.56 | 477 | 0.037*   
IMG.IMG1                 |               PEOU.PEOU3 |  0.20 | [ 0.12,  0.29] |  4.56 | 477 | 0.038*   
IMG.IMG1                 |               PEOU.PEOU5 |  0.28 | [ 0.19,  0.36] |  6.31 | 477 | < .001***
IMG.IMG1                 |               PEOU.PEOU6 |  0.22 | [ 0.14,  0.31] |  4.99 | 477 | 0.005**  
IMG.IMG1                 |                 VIS.VIS1 |  0.31 | [ 0.23,  0.39] |  7.08 | 477 | < .001***
IMG.IMG1                 |                 VIS.VIS2 |  0.26 | [ 0.17,  0.34] |  5.79 | 477 | < .001***
IMG.IMG1                 |                 VIS.VIS3 |  0.24 | [ 0.16,  0.32] |  5.44 | 477 | < .001***
IMG.IMG1                 |                 VOI.VOI1 |  0.44 | [ 0.36,  0.51] | 10.57 | 477 | < .001***
IMG.IMG1                 |                 VOI.VOI2 |  0.49 | [ 0.41,  0.55] | 12.13 | 477 | < .001***
IMG.IMG1                 |                 VOI.VOI3 |  0.42 | [ 0.34,  0.49] | 10.13 | 477 | < .001***
IMG.IMG1                 |                 PUA.PUA1 |  0.28 | [ 0.20,  0.36] |  6.42 | 477 | < .001***
IMG.IMG1                 |                 PUA.PUA2 |  0.21 | [ 0.12,  0.29] |  4.65 | 477 | 0.025*   
IMG.IMG1                 |                 PUA.PUA3 |  0.24 | [ 0.15,  0.32] |  5.35 | 477 | < .001***
IMG.IMG1                 |                 PUA.PUA6 |  0.51 | [ 0.44,  0.57] | 12.95 | 477 | < .001***
IMG.IMG1                 |                 PUA.PUA7 |  0.28 | [ 0.19,  0.36] |  6.26 | 477 | < .001***
IMG.IMG1                 |                 PUA.PUA8 |  0.21 | [ 0.12,  0.29] |  4.65 | 477 | 0.025*   
IMG.IMG1                 |                 RES.RES2 |  0.20 | [ 0.12,  0.29] |  4.53 | 477 | 0.042*   
IMG.IMG1                 |                 RES.RES4 |  0.33 | [ 0.25,  0.41] |  7.76 | 477 | < .001***
IMG.IMG1                 |                 SQR.SQR1 |  0.31 | [ 0.23,  0.39] |  7.11 | 477 | < .001***
IMG.IMG1                 |                 SQR.SQR2 |  0.38 | [ 0.30,  0.45] |  8.99 | 477 | < .001***
IMG.IMG1                 |                 SQR.SQR3 |  0.44 | [ 0.36,  0.51] | 10.70 | 477 | < .001***
IMG.IMG1                 |                   SR.SR1 |  0.41 | [ 0.33,  0.48] |  9.77 | 477 | < .001***
IMG.IMG1                 |                   SR.SR2 |  0.39 | [ 0.31,  0.46] |  9.19 | 477 | < .001***
IMG.IMG1                 |                   SR.SR3 |  0.36 | [ 0.28,  0.44] |  8.52 | 477 | < .001***
IMG.IMG1                 |                   SR.SR4 |  0.40 | [ 0.32,  0.47] |  9.44 | 477 | < .001***
IMG.IMG1                 |                   LS.LS1 |  0.26 | [ 0.18,  0.35] |  5.98 | 477 | < .001***
IMG.IMG1                 |                   LS.LS2 |  0.25 | [ 0.17,  0.34] |  5.75 | 477 | < .001***
IMG.IMG1                 |                   LS.LS3 |  0.36 | [ 0.28,  0.43] |  8.40 | 477 | < .001***
IMG.IMG1                 |                   LS.LS4 |  0.34 | [ 0.26,  0.41] |  7.83 | 477 | < .001***
IMG.IMG1                 |                   LS.LS5 |  0.28 | [ 0.19,  0.36] |  6.35 | 477 | < .001***
IMG.IMG1                 |                   LS.LS6 |  0.34 | [ 0.26,  0.42] |  7.84 | 477 | < .001***
IMG.IMG1                 |                   LS.LS7 |  0.41 | [ 0.33,  0.48] |  9.87 | 477 | < .001***
IMG.IMG1                 |                   LS.LS8 |  0.33 | [ 0.25,  0.41] |  7.58 | 477 | < .001***
IMG.IMG1                 |                 PPC.PPC1 |  0.25 | [ 0.16,  0.33] |  5.55 | 477 | < .001***
IMG.IMG1                 |                 PPC.PPC2 |  0.26 | [ 0.18,  0.35] |  5.98 | 477 | < .001***
IMG.IMG1                 |                 PPC.PPC3 |  0.28 | [ 0.20,  0.36] |  6.44 | 477 | < .001***
IMG.IMG1                 |                 PPC.PPC4 |  0.29 | [ 0.20,  0.37] |  6.50 | 477 | < .001***
IMG.IMG1                 |                 PPC.PPC5 |  0.42 | [ 0.34,  0.49] |  9.96 | 477 | < .001***
IMG.IMG1                 |                 PPC.PPC6 |  0.32 | [ 0.24,  0.40] |  7.32 | 477 | < .001***
IMG.IMG1                 |                   PS.PS1 |  0.27 | [ 0.19,  0.35] |  6.16 | 477 | < .001***
IMG.IMG1                 |                   PS.PS2 |  0.26 | [ 0.18,  0.34] |  5.95 | 477 | < .001***
IMG.IMG1                 |                   PS.PS3 |  0.23 | [ 0.14,  0.31] |  5.14 | 477 | 0.002**  
IMG.IMG1                 |                   PS.PS5 |  0.25 | [ 0.17,  0.33] |  5.69 | 477 | < .001***
IMG.IMG1                 |                   PS.PS6 |  0.22 | [ 0.14,  0.31] |  4.99 | 477 | 0.005**  
IMG.IMG1                 |                   PS.PS7 |  0.22 | [ 0.14,  0.31] |  5.04 | 477 | 0.004**  
IMG.IMG1                 |                  PS.PS10 |  0.30 | [ 0.21,  0.38] |  6.76 | 477 | < .001***
IMG.IMG1                 |                  PS.PS11 |  0.27 | [ 0.19,  0.36] |  6.23 | 477 | < .001***
IMG.IMG1                 |                 PUI.PUI1 |  0.29 | [ 0.21,  0.37] |  6.63 | 477 | < .001***
IMG.IMG1                 |                 PUI.PUI2 |  0.28 | [ 0.20,  0.36] |  6.38 | 477 | < .001***
IMG.IMG1                 |                 PUI.PUI3 |  0.25 | [ 0.17,  0.34] |  5.71 | 477 | < .001***
IMG.IMG1                 |                 PUI.PUI4 |  0.22 | [ 0.13,  0.30] |  4.85 | 477 | 0.010**  
IMG.IMG1                 |                 PUI.PUI5 |  0.25 | [ 0.16,  0.33] |  5.60 | 477 | < .001***
IMG.IMG1                 |                 PUI.PUI6 |  0.49 | [ 0.42,  0.56] | 12.33 | 477 | < .001***
IMG.IMG1                 |                 PUI.PUI7 |  0.27 | [ 0.18,  0.35] |  6.06 | 477 | < .001***
IMG.IMG1                 |                 TKR.TKR1 |  0.40 | [ 0.33,  0.48] |  9.67 | 477 | < .001***
IMG.IMG1                 |                 TKR.TKR2 |  0.42 | [ 0.34,  0.49] |  9.99 | 477 | < .001***
IMG.IMG1                 |                 TKR.TKR3 |  0.39 | [ 0.31,  0.46] |  9.22 | 477 | < .001***
IMG.IMG1                 |                 TKR.TKR4 |  0.43 | [ 0.36,  0.50] | 10.49 | 477 | < .001***
IMG.IMG1                 |                 WEI.WEI1 |  0.26 | [ 0.18,  0.34] |  5.94 | 477 | < .001***
IMG.IMG1                 |                 WEI.WEI2 |  0.23 | [ 0.14,  0.31] |  5.12 | 477 | 0.003**  
IMG.IMG1                 |                 WEI.WEI3 |  0.33 | [ 0.25,  0.41] |  7.64 | 477 | < .001***
IMG.IMG1                 |                 WEI.WEI4 |  0.28 | [ 0.20,  0.36] |  6.43 | 477 | < .001***
IMG.IMG1                 |                 WEI.WEI5 |  0.44 | [ 0.37,  0.51] | 10.80 | 477 | < .001***
IMG.IMG1                 |                 WEI.WEI6 |  0.29 | [ 0.21,  0.37] |  6.64 | 477 | < .001***
IMG.IMG1                 |                 WEI.WEI7 |  0.45 | [ 0.37,  0.52] | 10.91 | 477 | < .001***
IMG.IMG1                 |                 WEI.WEI8 |  0.34 | [ 0.26,  0.42] |  7.94 | 477 | < .001***
IMG.IMG1                 |            WORKPACE.SQ01 |  0.28 | [ 0.19,  0.36] |  6.35 | 475 | < .001***
IMG.IMG1                 |                 MEASURES |  0.31 | [ 0.23,  0.39] |  7.09 | 477 | < .001***
IMG.IMG1                 |                MEASURES2 |  0.29 | [ 0.17,  0.40] |  4.75 | 248 | 0.020*   
IMG.IMG2                 |                 IMG.IMG3 |  0.69 | [ 0.64,  0.74] | 20.89 | 477 | < .001***
IMG.IMG2                 |               PEOU.PEOU1 |  0.31 | [ 0.23,  0.39] |  7.09 | 477 | < .001***
IMG.IMG2                 |               PEOU.PEOU3 |  0.28 | [ 0.20,  0.36] |  6.37 | 477 | < .001***
IMG.IMG2                 |               PEOU.PEOU5 |  0.24 | [ 0.15,  0.32] |  5.38 | 477 | < .001***
IMG.IMG2                 |               PEOU.PEOU6 |  0.25 | [ 0.16,  0.33] |  5.57 | 477 | < .001***
IMG.IMG2                 |                 VIS.VIS1 |  0.32 | [ 0.24,  0.40] |  7.34 | 477 | < .001***
IMG.IMG2                 |                 VIS.VIS2 |  0.26 | [ 0.17,  0.34] |  5.81 | 477 | < .001***
IMG.IMG2                 |                 VIS.VIS3 |  0.25 | [ 0.17,  0.34] |  5.75 | 477 | < .001***
IMG.IMG2                 |                 VOI.VOI1 |  0.36 | [ 0.28,  0.44] |  8.51 | 477 | < .001***
IMG.IMG2                 |                 VOI.VOI2 |  0.42 | [ 0.34,  0.49] | 10.04 | 477 | < .001***
IMG.IMG2                 |                 VOI.VOI3 |  0.36 | [ 0.28,  0.43] |  8.37 | 477 | < .001***
IMG.IMG2                 |                 PUA.PUA1 |  0.33 | [ 0.24,  0.40] |  7.53 | 477 | < .001***
IMG.IMG2                 |                 PUA.PUA2 |  0.25 | [ 0.16,  0.33] |  5.57 | 477 | < .001***
IMG.IMG2                 |                 PUA.PUA3 |  0.28 | [ 0.19,  0.36] |  6.25 | 477 | < .001***
IMG.IMG2                 |                 PUA.PUA4 |  0.21 | [ 0.12,  0.29] |  4.60 | 477 | 0.031*   
IMG.IMG2                 |                 PUA.PUA5 |  0.25 | [ 0.17,  0.33] |  5.69 | 477 | < .001***
IMG.IMG2                 |                 PUA.PUA6 |  0.52 | [ 0.46,  0.59] | 13.42 | 477 | < .001***
IMG.IMG2                 |                 PUA.PUA7 |  0.29 | [ 0.21,  0.37] |  6.61 | 477 | < .001***
IMG.IMG2                 |                 PUA.PUA8 |  0.21 | [ 0.13,  0.30] |  4.77 | 477 | 0.014*   
IMG.IMG2                 |                 RES.RES2 |  0.23 | [ 0.15,  0.32] |  5.24 | 477 | 0.001**  
IMG.IMG2                 |                 RES.RES4 |  0.31 | [ 0.22,  0.38] |  7.01 | 477 | < .001***
IMG.IMG2                 |                 SQR.SQR1 |  0.30 | [ 0.22,  0.38] |  6.96 | 477 | < .001***
IMG.IMG2                 |                 SQR.SQR2 |  0.34 | [ 0.26,  0.42] |  8.02 | 477 | < .001***
IMG.IMG2                 |                 SQR.SQR3 |  0.41 | [ 0.33,  0.48] |  9.75 | 477 | < .001***
IMG.IMG2                 |                   SR.SR1 |  0.41 | [ 0.33,  0.48] |  9.69 | 477 | < .001***
IMG.IMG2                 |                   SR.SR2 |  0.38 | [ 0.30,  0.45] |  8.86 | 477 | < .001***
IMG.IMG2                 |                   SR.SR3 |  0.37 | [ 0.28,  0.44] |  8.57 | 477 | < .001***
IMG.IMG2                 |                   SR.SR4 |  0.35 | [ 0.27,  0.43] |  8.13 | 477 | < .001***
IMG.IMG2                 |                   LS.LS1 |  0.27 | [ 0.19,  0.35] |  6.17 | 477 | < .001***
IMG.IMG2                 |                   LS.LS2 |  0.32 | [ 0.24,  0.40] |  7.35 | 477 | < .001***
IMG.IMG2                 |                   LS.LS3 |  0.33 | [ 0.24,  0.40] |  7.55 | 477 | < .001***
IMG.IMG2                 |                   LS.LS4 |  0.34 | [ 0.26,  0.41] |  7.83 | 477 | < .001***
IMG.IMG2                 |                   LS.LS5 |  0.33 | [ 0.24,  0.40] |  7.51 | 477 | < .001***
IMG.IMG2                 |                   LS.LS6 |  0.38 | [ 0.30,  0.45] |  8.85 | 477 | < .001***
IMG.IMG2                 |                   LS.LS7 |  0.37 | [ 0.29,  0.45] |  8.72 | 477 | < .001***
IMG.IMG2                 |                   LS.LS8 |  0.34 | [ 0.26,  0.42] |  7.97 | 477 | < .001***
IMG.IMG2                 |                 PPC.PPC1 |  0.33 | [ 0.25,  0.41] |  7.66 | 477 | < .001***
IMG.IMG2                 |                 PPC.PPC2 |  0.27 | [ 0.19,  0.35] |  6.21 | 477 | < .001***
IMG.IMG2                 |                 PPC.PPC3 |  0.33 | [ 0.25,  0.41] |  7.72 | 477 | < .001***
IMG.IMG2                 |                 PPC.PPC4 |  0.33 | [ 0.24,  0.40] |  7.53 | 477 | < .001***
IMG.IMG2                 |                 PPC.PPC5 |  0.39 | [ 0.31,  0.46] |  9.14 | 477 | < .001***
IMG.IMG2                 |                 PPC.PPC6 |  0.38 | [ 0.30,  0.46] |  9.04 | 477 | < .001***
IMG.IMG2                 |                   PS.PS1 |  0.25 | [ 0.16,  0.33] |  5.63 | 477 | < .001***
IMG.IMG2                 |                   PS.PS2 |  0.28 | [ 0.20,  0.36] |  6.42 | 477 | < .001***
IMG.IMG2                 |                   PS.PS3 |  0.27 | [ 0.18,  0.35] |  6.11 | 477 | < .001***
IMG.IMG2                 |                   PS.PS4 |  0.23 | [ 0.14,  0.31] |  5.11 | 477 | 0.003**  
IMG.IMG2                 |                   PS.PS5 |  0.25 | [ 0.17,  0.34] |  5.74 | 477 | < .001***
IMG.IMG2                 |                   PS.PS6 |  0.29 | [ 0.20,  0.37] |  6.53 | 477 | < .001***
IMG.IMG2                 |                   PS.PS7 |  0.23 | [ 0.14,  0.31] |  5.09 | 477 | 0.003**  
IMG.IMG2                 |                   PS.PS9 |  0.22 | [ 0.13,  0.31] |  4.97 | 477 | 0.006**  
IMG.IMG2                 |                  PS.PS10 |  0.32 | [ 0.24,  0.40] |  7.34 | 477 | < .001***
IMG.IMG2                 |                  PS.PS11 |  0.30 | [ 0.22,  0.38] |  6.92 | 477 | < .001***
IMG.IMG2                 |                 PUI.PUI1 |  0.33 | [ 0.25,  0.41] |  7.70 | 477 | < .001***
IMG.IMG2                 |                 PUI.PUI2 |  0.32 | [ 0.24,  0.40] |  7.36 | 477 | < .001***
IMG.IMG2                 |                 PUI.PUI3 |  0.26 | [ 0.18,  0.35] |  5.97 | 477 | < .001***
IMG.IMG2                 |                 PUI.PUI4 |  0.24 | [ 0.15,  0.32] |  5.41 | 477 | < .001***
IMG.IMG2                 |                 PUI.PUI5 |  0.29 | [ 0.20,  0.37] |  6.54 | 477 | < .001***
IMG.IMG2                 |                 PUI.PUI6 |  0.50 | [ 0.43,  0.57] | 12.75 | 477 | < .001***
IMG.IMG2                 |                 PUI.PUI7 |  0.29 | [ 0.21,  0.37] |  6.61 | 477 | < .001***
IMG.IMG2                 |                 PUI.PUI8 |  0.21 | [ 0.12,  0.30] |  4.72 | 477 | 0.018*   
IMG.IMG2                 |                 TKR.TKR1 |  0.42 | [ 0.35,  0.50] | 10.25 | 477 | < .001***
IMG.IMG2                 |                 TKR.TKR2 |  0.36 | [ 0.27,  0.43] |  8.31 | 477 | < .001***
IMG.IMG2                 |                 TKR.TKR3 |  0.34 | [ 0.26,  0.42] |  7.90 | 477 | < .001***
IMG.IMG2                 |                 TKR.TKR4 |  0.40 | [ 0.32,  0.47] |  9.42 | 477 | < .001***
IMG.IMG2                 |                 WEI.WEI1 |  0.31 | [ 0.22,  0.39] |  7.05 | 477 | < .001***
IMG.IMG2                 |                 WEI.WEI2 |  0.23 | [ 0.15,  0.32] |  5.26 | 477 | 0.001**  
IMG.IMG2                 |                 WEI.WEI3 |  0.37 | [ 0.29,  0.45] |  8.75 | 477 | < .001***
IMG.IMG2                 |                 WEI.WEI4 |  0.31 | [ 0.22,  0.39] |  7.07 | 477 | < .001***
IMG.IMG2                 |                 WEI.WEI5 |  0.42 | [ 0.34,  0.49] | 10.10 | 477 | < .001***
IMG.IMG2                 |                 WEI.WEI6 |  0.28 | [ 0.19,  0.36] |  6.36 | 477 | < .001***
IMG.IMG2                 |                 WEI.WEI7 |  0.44 | [ 0.36,  0.51] | 10.70 | 477 | < .001***
IMG.IMG2                 |                 WEI.WEI8 |  0.34 | [ 0.26,  0.41] |  7.84 | 477 | < .001***
IMG.IMG2                 |            WORKPACE.SQ01 |  0.26 | [ 0.17,  0.34] |  5.88 | 475 | < .001***
IMG.IMG2                 |                 MEASURES |  0.27 | [ 0.19,  0.35] |  6.18 | 477 | < .001***
IMG.IMG3                 |               PEOU.PEOU1 |  0.27 | [ 0.19,  0.35] |  6.16 | 477 | < .001***
IMG.IMG3                 |               PEOU.PEOU3 |  0.26 | [ 0.18,  0.34] |  5.90 | 477 | < .001***
IMG.IMG3                 |               PEOU.PEOU4 |  0.25 | [ 0.17,  0.34] |  5.73 | 477 | < .001***
IMG.IMG3                 |               PEOU.PEOU5 |  0.25 | [ 0.17,  0.34] |  5.74 | 477 | < .001***
IMG.IMG3                 |               PEOU.PEOU6 |  0.27 | [ 0.19,  0.35] |  6.18 | 477 | < .001***
IMG.IMG3                 |                 VIS.VIS1 |  0.31 | [ 0.22,  0.39] |  7.05 | 477 | < .001***
IMG.IMG3                 |                 VIS.VIS2 |  0.30 | [ 0.22,  0.38] |  6.89 | 477 | < .001***
IMG.IMG3                 |                 VIS.VIS3 |  0.26 | [ 0.17,  0.34] |  5.77 | 477 | < .001***
IMG.IMG3                 |                 VOI.VOI1 |  0.42 | [ 0.34,  0.49] | 10.05 | 477 | < .001***
IMG.IMG3                 |                 VOI.VOI2 |  0.45 | [ 0.38,  0.52] | 11.03 | 477 | < .001***
IMG.IMG3                 |                 VOI.VOI3 |  0.37 | [ 0.29,  0.45] |  8.82 | 477 | < .001***
IMG.IMG3                 |                 PUA.PUA1 |  0.28 | [ 0.19,  0.36] |  6.34 | 477 | < .001***
IMG.IMG3                 |                 PUA.PUA2 |  0.27 | [ 0.19,  0.36] |  6.24 | 477 | < .001***
IMG.IMG3                 |                 PUA.PUA3 |  0.25 | [ 0.16,  0.33] |  5.65 | 477 | < .001***
IMG.IMG3                 |                 PUA.PUA5 |  0.29 | [ 0.21,  0.37] |  6.66 | 477 | < .001***
IMG.IMG3                 |                 PUA.PUA6 |  0.56 | [ 0.49,  0.61] | 14.59 | 477 | < .001***
IMG.IMG3                 |                 PUA.PUA7 |  0.32 | [ 0.24,  0.40] |  7.33 | 477 | < .001***
IMG.IMG3                 |                 PUA.PUA8 |  0.20 | [ 0.12,  0.29] |  4.56 | 477 | 0.038*   
IMG.IMG3                 |                 RES.RES2 |  0.28 | [ 0.20,  0.36] |  6.39 | 477 | < .001***
IMG.IMG3                 |                 RES.RES4 |  0.34 | [ 0.26,  0.42] |  8.00 | 477 | < .001***
IMG.IMG3                 |                 SQR.SQR1 |  0.35 | [ 0.27,  0.43] |  8.21 | 477 | < .001***
IMG.IMG3                 |                 SQR.SQR2 |  0.40 | [ 0.32,  0.47] |  9.47 | 477 | < .001***
IMG.IMG3                 |                 SQR.SQR3 |  0.49 | [ 0.42,  0.56] | 12.42 | 477 | < .001***
IMG.IMG3                 |                   SR.SR1 |  0.41 | [ 0.33,  0.48] |  9.77 | 477 | < .001***
IMG.IMG3                 |                   SR.SR2 |  0.39 | [ 0.31,  0.46] |  9.17 | 477 | < .001***
IMG.IMG3                 |                   SR.SR3 |  0.40 | [ 0.32,  0.47] |  9.48 | 477 | < .001***
